"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 19 19:27:16 AST 2020","Sat Dec 19 19:27:22 AST 2020","5565","","My first websriverio test case","","My first websriverio test case","first","first",""
